review,sentiment
"As is nearly always the case, when Britain comes up with an entertaining and/or successful sit-com or quiz show, the Yanks will come along and poach the format and produce their own, grossly inferior, version. Man About The House is, of course, no exception to that rule. The Yanks' version ( Three's Company ) was unwatchable, braindead pap that seem to run forever. A prime example of quantity over ( non-existent ) quality. The original, on the other hand, is a fondly-remembered gem that had the savvy ( like Fawlty Towers ) to pull the plug at precisely the right time ( unlike the 637 episodes of 'hilarity' that Three's Company came up with ). Jo was cute, there was brilliant chemistry between the Ropers, Richard O'Sullivan made it all look so easy, the scripts, whilst not exactly Oscar Wilde-standard, were consistently funny and Chrissy was THE most drop-dead gorgeous woman who has walked the face of this planet since The Dead Sea was merely feeling unwell. 'Nuff said.",positive
"This is probably one of those films too many commented but undiscovered... This is probably one masterpiece of Spanish cinema like some Buñuel's masters-piece. ""15 days with you"" could be the better ""now and them"" re-visitation from others films of long-time ago: could be ""Midnight cowboy"" but could be also ""Les amants du Pont-Neuf"" or a realistic and non-spot-look (but most realistic) ""trainspotting"". This hard story has place to humour, love and obviously dramatic sense. In the new social Spanish cinema this little diamond could be the resurrection of the Italian neo realism mixed whit the best Ken Loach films.<br /><br />Probably the better film I discover in the last 10 years.",positive
"When you go at an open air cinema under the Greek summer night you usually don't care what the movie is! Edison started really good with some good effort from the singers-who-want-to-be actors and a once again great Morgan Freeman but... (In a movie there is usually a good start to catch audience,done, a bit boring yet story filling middle of the movie that is more about characters and less about action ,done, and the third part is something really good so that you can remember the movie...) when you see 30 elite police officers (packed with weapons that can demolish a building) shoot at a guy behind a car, fail to hit him even once while he kills all (but 3) and then the guy takes out a flame thrower (to kill the rest 3) ,you realise that the Greek summer sky filled with stars is way too good to be distracted by a movie like this!",negative
"It takes patience to get through David Lynch's eccentric, but-- for a change-- life-affirming chronicle of Alvin Straight's journey, but stick with it. Though it moves as slow as Straight's John Deere, when he meets the kind strangers along his pilgrimage we learn much about the isolation of aging, the painful regrets and secrets, and ultimately the power of family and reconciliation. Richard Farnsworth caps his career with the year's most genuine performance, sad and poetic, flinty and caring. And Sissy Spacek matches him as his ""slow"" daughter Rose who pines over her own private loss while caring for dad. Rarely has a modern film preached so positively about family.",positive
"Jonathan Demme's directorial debut for Roger Corman's legendary exploitation outfit New World Pictures rates highly as one of the finest chicks-in-chains 70's grindhouse classics to ever grace celluloid. Beauteous Russ Meyer starlet Eric (""Vixen,"" ""Beyond the Valley of the Dolls"") Gavin gives a robust, winning performance as a brassy, resilient new fish who does her best to persevere in a grimy, hellish penitentiary. The always fabulous Barbara Steele offers a deliciously wicked portrayal as the mean, crippled, sexually frustrated warden (her erotic dream about doing a slow, steamy striptease in front of the lady inmates is a real dilly). Longtime favorite 70's B-movie actress Roberta (""The Arousers,"" ""Unholy Rollers"") Collins delivers a hilariously raunchy and endearing turn as a cheerfully forward, foul-mouthed kleptomaniac felon who tells a gut-busting dirty joke about Pinnochio. Lynda Gold (a.k.a. Crystin Sinclaire of Tobe Hooper's ""Eaten Alive"" and Curtis Harrington's ""Ruby"") makes her lively film debut as uninhibited wildcat Crazy Alice. And the ever-cuddly Cheryl ""Rainbeaux"" Smith does a lovely, touching reprise of her fragile frightened innocent role from ""Lemora: A Child's Tale of the Supernatural."" <br /><br />Although this picture does deliver the expected ample amount of coarse language, nudity, rape and violence, it's still by no means a typically crass and sexist piece of lurid mindless filth; the movie very effectively explores the many ways in which men cruelly exploit women and strongly asserts the pro-feminist notion that women can overcome any obstacles if they band together into a group so they can bravely face their misogynistic oppressors as one mighty fighting force. Demme's zesty, confidant direction comes through with a glorious abundance of astutely observed incidental details and delightful moments of engagingly quirky human behavior. Furthermore, both Tak Fujimoto's vibrant cinematography and John Cale's marvelously dolorous oddball blues score are 100% on the money excellent. Patrick Wright (Sheriff Mack in the uproariously awful cheap-rubber-monster-suit creature feature howler ""Track of the Moonbeast"") has a sidesplitting bit as a jerky cop who has his car stolen by a trio of prison escapees when he stops at a gas station to use the bathroom. Lively, rousing and immensely enjoyable, ""Caged Heat"" qualifies as absolutely essential viewing for 70's drive-in movie fans.",positive
"Written by brilliant Monkees' TV writers Gerald Gardner and Dee Caruso,WHICH WAY TO THE FRONT was the last of the ""Jerry Lewis"" movies until ""Hardly Working"" almost a decade later. Jerry's comedy is evidently an acquired taste, and admittedly he can occasionally be his own worst enemy when he helms as producer/director--but even in the dreariest of his films, there are always moments of brilliance.<br /><br />WHICH WAY manages to be amusing,entertaining and yes,quite funny. It is somewhat unlike any of the typical Lewis films.The pace is very upbeat and ther are lots of excellent supporting players--a kind of JERRY DOES HOGANS HEROES.The whole thing looks kind of like an unsold TV pilot and you will either love it or hate it---but hopefully YOU VILL LAUGH",positive
"Can it ever be said that there are some movies that have no redeeming features whatsoever? Answer: Yes, and this is one of them. After helming the appalling 'House of the Dead' director Uwe Boll has now cast his less-than-talented eye towards yet another video game adaptation. Don't these guys get it? To anyone who can't understand, here it is in block capitals for you: VIDEO GAMES DO NOT MAKE FOR GOOD MOVIES! The acting here is, at best, sub-standard. The set design and special effects are poor. Unlike the video game (which did have its scary moments) the movie has no atmosphere of impending doom, no sense of danger or menace. Pacing and plotting is confused and the paper that the script is printed on would have been better used as toilet paper. The main culprit is the director. Uwe Boll uses the camera with the grace and skill of a monkey using a paintbrush. Hackneyed zooms, swoops and pans are spliced into the whole dreary affair at unpredictable moments leaving the audience disorientated and bored. Why this guy was ever let near a movie set in the first place must stand as one of modern cinemas greatest secrets. Avoid at all costs.",negative
"This is a fabulous film.<br /><br /> The plot is a good yarn, and is imaginatively told in a series of flashbacks and alternative points of view. What was deliberate, and what was coincidence? Who is in love with who?<br /><br /> You get the chance to put yourselves in the shoes of each of the characters in turn (sometimes literally), and this helps define each character to a satisfying depth.<br /><br /> With a bit of effort following the twists and turns, you can understand each of the characters; and key events in the film are reshot from the point of view of different people.<br /><br /> Take the opportunity if it comes again to your arthouse cinema; it looks good on the big screen.<br /><br /> More than keeping you guessing, the plot twists to such an extent that you just sit and watch what unfolds - I defy anyone to predict!<br /><br /> But more likely you will need more than one viewing - I saw this at the pictures on its original release three times, and it got better each time.<br /><br /> The acting was very good, with a standout performance by Romane Bohringer as Alice torn in three directions by the three other characters in the ensemble.<br /><br /> A classic. The second-best film of the 1990s.",positive
"This is the only movie that my wife and I have ever walked out on. Totally sucked. We saw it in Omaha even. Not funny at all, looks like a 14 year old kid wrote the humor. I can't believe these real politicians were actually in the movie. awful.",negative
"USA The Movie is like this: You take a nap on a long hot Sunday afternoon. It feels great to close your eyes and let your worries drift away. Soon you're lost in one of those intense lucid dreams where you know you're dreaming but you still can't wake up--not that you want to. You go with the flow, and soon you're in a kind of weird Alice in Wonderland story complete with characters you didn't think you could dream up. They're telling you all kinds of crazy stuff about war and peace while taking you through a trip into the past and even the future. <br /><br />The dream starts to get heavier and you feel like it's going down a path you can't control. Maybe you want to wake up so you try to open your eyes but you can''t . Now there's destruction and sadness and confusion and scary voices telling you what could be truth or could be lies. You're seeing images that flicker and change and then get clear, but do you even want to see what you're brain is creating for you? <br /><br />Finally you're lost in a myth world and you realize the end has come. The end of the world and the end of the dream. It's over. What do you wake up to? What do you do next? <br /><br />Maybe you'll write down that dream because you know dreams like don't happen too often-- and when they do you better pay attention. <br /><br />Or maybe you'll crack a beer and forget the whole thing. Bad idea. Don't forget.",positive
"These days, Ridley Scott is one of the top directors and producers and can command huge sums to helm movies--especially since he has films like ALIEN, GLADIATOR and BLADE RUNNER to his credit. So from this partial list of his credits, it's obvious he's an amazing talent. However, if you watch this very early effort that he made while in film school, you'd probably have a hard time telling that he was destined for greatness. That's because although it has some nice camera-work and style, the film is hopelessly dull and uninvolving. However, considering that it wasn't meant for general release and it was only a training ground, then I am disposed to looking at it charitably--hence the score of 4.<br /><br />By the way, this film is part of the CINEMA 16: European Shorts DVD. On this DVD are 16 shorts. Most aren't great, though because it contains THE MAN WITHOUT A HEAD, COPY SHOP, RABBIT and WASP, it's an amazing DVD for lovers of short films and well worth buying.",negative
"Some teen agers go to an old deserted farm house left to one of them by their dead grandfather, unaware that there had been several murders there decades earlier because their grandfather had made a pact with the devil for a good harvest- couldn't the guy have thought of something better to sell his soul for? The man's grandson and his friends are set up to be the next sacrifice, for reasons which are never explained. The stereotypical teenage son and his girlfriend, the black guy with a white girlfriend, and the two lesbians have to do battle with three killer scarecrows- but, don't be tricked like I was, this isn't nearly as fun as it sounds. It's mostly just a lot of chit chat about ball kicking, dope smoking, and the lead actor complaining about never knowing his parents. The camera work is atrocious and shaky, maybe done on a hand held camcorder in some scenes, which maybe a good thing since the scarecrows look like they just came from some kid's birthday party, and apparently they could only hire two people to play the three scarecrows! Some of the best movies I've seen have been these low budget, independent horror movies, but this one is just pathetic. The cast and crew seems to have just been made up of a bunch of people who knew each other, had never acted before and had no intention of acting again, and had a few thousand dollars (I can't believe this movie cost $130.000 to make) and a weekend of free time on their hands- even the lesbian skinny dipping scene is lame.<br /><br />I think it's amusing also, that as of this writing, there is a sequel to this film which no one has even bothered adding to IMDb.<br /><br />* out of ****, and I only rate it that highly only because of the skinny dipping scene, no matter how lame it may be.",negative
"After his classic film noir homage Chinatown Roman Polanski returned to the themes that had given him his greatest hits in the 60s with this creepy psychological horror which, like Repulsion and Rosemary's Baby, deals with the paranoia and claustrophobia generated by apartment living.<br /><br />Claustrophobic environments are the ones which Polanski is best at creating, and this has to be the most suffocating and confined picture he ever created. The emphasis on side walls and distant vanishing points is greater than ever, and even in the small number of exterior scenes the sky is rarely glimpsed. But The Tenant is not just confined spatially, but also in the intensity with which it focuses on its protagonist. Trelkovsky, played by Polanski himself is not only in every scene, he is in virtually every shot. When he is not on screen more often than not the camera becomes Trelkovsky's point of view. And of course almost everywhere he looks he sees his own reflection staring back at him in a mirror.<br /><br />I can't think of any film that is more about the internalisation and solitude of one character. Some psychological thrillers, like M or Peeping Tom, manipulate us into feeling sorry for the mentally ill protagonist. Others, like Psycho, attempt in-depth scientific analysis of his mental condition. The Tenant fits into neither of these categories  it simply immerses us completely inside Trelkovsky's experience without demanding we actually understand or appreciate what is going on inside his head. We feel his paranoia and obsession even though it is constantly revealed to us that they are irrational.<br /><br />Polanski was also a master of the slowly unfolding horror film. Often in his horrors there is an ambiguity as to whether there is actually anything sinister going on, but they are among the most effective at frightening audiences. Why? Precisely because they unfold so slowly and invest so much time in painstakingly setting up situations that they immerse the viewer in paranoia. A much later Polanski horror, The Ninth Gate is a bit of a mess plot-wise but at least it still manages to achieve that creeping sense of dread.<br /><br />This is a rare chance to see Polanski himself in a major role. His talent in front of the camera was as good as behind it, and he is absolutely perfect as the meek Trelkovsky. Another standout performance is that of the all-too-often overlooked Shelley Winters as the concierge. In actual fact it is rather a stellar cast, although many of the familiar faces look out of place in this strange, Gothic European movie. Also sadly many of the French actors in supporting roles are atrociously dubbed in the English language version.<br /><br />The Tenant is more polished and less pretentious than Repulsion, but it lacks the suspense and the character that make Rosemary's Baby so engrossing and entertaining. The Tenant is good, with no major flaws, and Polanski was really on top form as a director, but it's not among his most gripping works.",positive
"Thanks to the BBC for this show. I used to suffer from an inferiority complex, I hated leaving the house, talking to new people and I had an overwhelming sense that people hated me. However after watching one episode of 4 Non Blondes my fortunes started to change. After episode 2 I started applying for new jobs, wearing fashionable clothes and I actually felt talented. When the series had finished I was running the sales department at work, banging a plethora of women and frequently won the karaoke competition down my local. If you ever have a confidence crisis and don't know where to turn then take a trip down to Poundland and pick up the DVD it's only 99p.",negative
"1985 was a good year for films - maybe even great - but this one missing out on a gong went a long way to convincing fans that ol' Oscar is little more that a hood ornament for good party members.<br /><br />11 nominations and not a single title: such was the Academy's disdain for one of their greatest directors; and one who had to wait another 8 years before whatever prejudices had prevented them from handing him the statue before allowed them to give him 7 for Schindler's List, which is, arguably, not as good (and I'm half-Polish).<br /><br />Don't get me wrong, Schindler was a classic. And I'm not knocking 'Out of Africa' (which won that year) either; but it was, in my mind, a class behind this one: an epic story of suffering and hope that brought me to tears - and I'm not a big cryer.<br /><br />Maybe it was the music (superb), or the cinematography (sumptuous), but more likely simply the acting: Whoopi, who proved to all of us that she was much more than just a comedienne; Danny Glover, who I'd never heard of before; and, of course, Oprah.<br /><br />The rest is history; but, at the time: who knew?",positive
"Before I talk about the ending of this film I will talk about the plot. Some dude named Gerald breaks his engagement to Kitty and runs off to Craven Castle in Scotland. After several months Kitty and her aunt venture off to Scottland. Arriving at Craven Castle Kitty finds that Gerald has aged and he has grown meaner. Gerald has certain rules for the castle(the rules have been the same for 200 years). Gerald does not want them to stay but, Kitty insist on staying by making excuses. One night her aunt catches a glimpse of the monster running across the hall. It scares her so much that she faints and (another excuse) they must stay longer. Kitty becomes more worried about Gerald after she tries to go in the maze but Gerald catches her and is even meaner to her. Kitty then sends for reinforcements, she calls their doctor who is actually their friend and his wide. Then to make things not look suspicious they invite a couple other friends(who don't really do anything). Blah,blah, blah Kitty and her aunt end up in the maze where the most suspense of the story is. They somehow get separated and they try to find each other. But the aunt stumbles upon the creature...here it is the moment we've all been waiting for, what is the creature lurking in the shadows?...it is a giant FROG!!! OMG what is better than that! After seeing the aunt the frog literally goes crazy and runs, oops I mean hops up the stairs to the top of the castle. The frog then leaps out an open window. We then go on a shot from the ground and see the frog gall towards us (oh yeah this movie was in 3-D). But you want to know what is funny is the frog that falls out the window is actually a toy because it is 1/10 the size of the frog before it takes the leap. It is then revealed that this was all evolutions fault, blah, blah and Kitty and Gerald get married. Then the last shot of this masterpiece is of the grave of the frog in the maze, the only place where he was ever really happy ;).",positive
"In this forgettable trifle, the 40-ish Norma Shearer plays a fluttery, girlish socialite in Monte Carlo, caught in a tussle between George Sanders and Robert Taylor. It would be tempting to blame this movie's failure on the dull, talky script, or director George Cukor, who never seems interested in livening up the film's generally comatose state. Mostly, though, it's the fault of Shearer herself, who desperately wanted to keep playing ""young"" parts as long as she could get away with it. Inadvertently, this makes ""Her Cardboard Lover"" a bizarre monument to an aging woman's vanity.",negative
"It would be wrong and reprehensible of me to advise you to watch Killjoy 2, you must have better things to do, washing the car, throwing stones in a stream, but at the same time it's nowhere near as awful as you probably think it is. It's almost a proper film, which a lot more than most straight-to-DVD sludge can manage. Killjoy 2 is helped a great deal by Trent Haaga's manic turn as the eponymous clown, he throws himself into the role with such fevered abandonment that he almost tips the scales in the movie's favour, but, of course, it takes more than one man in big shoes. Tammi Sutton gives the most entertaining director cameo since Roger Corman in Creature from the Haunted Sea and the whole thing is nearly destroyed by the rushed, sugary ending. All over the place and almost good fun.",negative
"I and my brother are very big Asian movie fans, so when finding this movie hidden in a shop, I bought this one on DVD, because it sounded very promising and I couldn't wait to watch it. So I watched this movie with my brother and I must say, in the beginning it was very promising. Both of us really loved this brutal ball scene in the first scene. But i guess that was all. There are some interesting fights, but it is not a action movie, as it claims to be. Instead it's a love movie... with the cliché of love so extremely played over the top, even Shakespeare would vomit on this title. Sorry for my language. By the way: The characters act like being picked up from the street and given 100 for playing in this movie.<br /><br />Well, I and my brother watched it to the end, because we thought, it can only become better. But, heck, it never did. This movie challenged place #1 on my and my brothers ""worst movies ever seen""-list, only followed by ""Fantasy mission force"" - do not watch this either.",negative
"This independent, B&W, DV feature consistently shocks, amazes and amuses with it's ability to create the most insane situations and then find humor and interest in them. It's all hilarious and ridiculous stuff, yet as absurd as much of the film should be, there is a heart and a reality here that keeps the film grounded, keeps the entire piece from drifting into complete craziness and therein lies the real message here. This film is about how we all survive in a world gone mad. That seems to be the heart of the film. For as insane and off the wall as things get, Leon, the 30 yr. old paperboy-protagonist, always tries to keep it together. He's like a child forever trying to catch the balloon that is floating away so that everything will work out for the best, so that everyone can have what they want.<br /><br />The acting in the film could have went far over the top but the exceptional cast really keeps the piece cohesive. Van Meter is perhaps the best of the bunch here with a performance that shines through her absurd diseased tics. Just as the characters in the film do, we overlook her sudden outbursts to see the real person underneath. <br /><br />Majkowski is a true genius here. He takes the utmost ridiculous plot twists and keeps them real. It is his script and his cast that help keep the whole thing afloat. It's a true testament to the skill of Majkowski and all involved that this film, with it's grating plot and characters, never once works our nerves. Majkowski has taken a film that could have been abrasive and repugnant, and somehow given it heart and humor. This is a unique film. Not to be missed. <br /><br />",positive
"Um .... a serious film about troubled teens in Singapore, a country I have not much knowledge on but have the previous wrong impression that all the kids there are highly disciplined and controlled by their family and government. Well, I guess I am wrong, just like other cities/ countries, they also have their troubled teens who also lead the not so surprising rebellious way of life of drugs, fights, bad language, and .... many other obvious signs of being a bad boy. The surprising part of this film isn't really about how these kids running around causing themselves and others trouble, but rather the subtle gayness hidden behind their so call loyalty between them. The bond between these ""brothers"" may very well originated from an unconscious gay tendency inside these boys. Though it isn't uncommon for str8 guys to have very close friendship with each other, but watch this film closely, it should be entering all sorts of gay film festivals and I would not be surprised that it may win itself a lot more awards toward this direction!",positive
"**WARNING: POSSIBLE SPOILER**<br /><br />If you can get by the extremely unpleasant subject matter, this film does offer a heaping helping of outrageously campy melodrama. Surprisingly enough, this movie has been copied and ripped-off several times over the years, although it's hard to fathom ANY filmmaker being inspired by this trashy drama. Neither one of the Hemingway women can act here (although Mariel HAS improved over the years), Anne Bancroft offers the only touch of class as a prosecuting attorney, and Chris Sarandon is by turns pathetic and unintentionally hilarious as the smirking, smarmy bad guy of the piece.<br /><br />Veteran director Lamont Johnson can't make a silk purse out of this sow's ear of a script, which is stuffed to bursting with howlingly bad dialogue and outlandish situations. For example, the final sequence, where Margaux grabs her shotgun and chases Sarandon down after his latest shocking act is meant to be exciting but elicits hearty chuckles instead. Add a notoriously shrill and spacy musical score by Michel Polnareff and you have a true guilty pleasure, even though you're likely to feel grubby and needing a hot shower after viewing it. Don't say you weren't warned.",negative
"I haven't seen so many people packed outside a theater since Star Wars Episode III. Both shows sold out, and for good reason. The Man With the Screaming Brain was the best movie to see with a crowd full of geeks. (Hey, I'm a dork too.) <br /><br />Bruce Campbell was present and had the whole crowd in stitches! The movie was cheesy in the best possible way. It may be the funniest movie that Bruce has done. Ted Raimi steals the show with his Bulgarian hip hop-itude and zany facial expressions, he is a laugh riot! Who knew that Ted could rap? <br /><br />I changed my mind, the person who stole the show was actually a robot. There is nothing funnier than a robot...doing the robot.<br /><br />As for Bruce's performance: ""I take the 5th."" Thanks Bruce. Thanks for being cool, thanks for taking the time, thanks for all of the fun.",positive
"I honestly fail to understand why people love this show so much. A friend of mine watches this and since I like sci-fi, I tried to watch along since the plot of the show sounded promising, but in truth it really is a very boring show. The only thing that will keep you awake during this show are the video game-like CGI-effects and the complete overuse of muppets. Note that I call it muppets because they actually really look like muppets, not like the aliens they should be.<br /><br />Speaking of which; the muppets and make-up effects are horribly overused in this show. You have this guy who could be best described as a alien/dwarf-hybrid, you have a pale girl who looks like a cheesy vamp-girl, you've got a floating potty-mouth frog-alien... It just feels very unnecessary and furthermore even to the point that you feel distracted from the whole storyline about a lost astronaut.<br /><br />Every episode is also too much of a stand-alone. The creators of this show directed this in such a way that every episode almost feels like a whole other show. At least up until the point that you see the main-characters/muppets again, that is. The whole plot about the main-character getting back to earth is way to much pushed to the background at points. The acting is also quite bad.<br /><br />Conclusion: if you want good sci-fi, just look somewhere else. This isn't even real sci-fi to begin with in my opinion, since the show is more aimed at fantasy-elements with all the puppetry and weird dreams going on. And if you just want to see muppets then I suggest you watch the Muppet Show and feel glad that this abomination of a show has come to a end.<br /><br />By the way; doesn't anyone have dejavu's with the concept of a living spaceship? Ohyeah thats right; Doctor Who started that concept almost about 30 years ago! This show is like a collection of 'sci-fi' leftovers. Scripts and events that were abandoned for a good reason, only to be picked up by this horrible show.",negative
"""It's not like that big mechanical toy"", says a character early on, commenting on ""Jaws"". Well, ""Blood Surf"" would only wish to have a beast as convincing as the shark of the ""Jaws"" series. In other words, the digital special effects of this movie are TERRIBLE. Acting and directing are not much better, either; they seem more suited to a deodorant or a bubble-gum commercial than to a horror movie. The attitude of the people who worked on this film shows contempt not only for the genre, but for the audience too. Saying you ""liked"" this film only encourages filmmakers to offer us more of this crap, further destroying the poor horror genre. (*1/2)",negative
"When I was a kid, I remember watching this while visiting a friend of our ""Uncle"" Phil. We're Back! A Dinosaur's Story is a silly cartoon about a dinosaur called Rex (voiced by the wonderful John Goodman). He tells a little boy dinosaur the story about how the dinosaurs came back to Earth to live. He explains that he was part of the thing that brought them back, along with some friends. The Doctor/Professor villain of this film I think might have been responsible for them being them back, but I don't care about him. The kids might like this, but personally it is just too cheesy. John Goodman was probably the only decent thing. Poor!",negative
"NOTHING (3+ outta 5 stars) Another weird premise from the director of the movie ""Cube"". This time around there are two main characters who find themselves and their home transported to a mysterious white void. There is literally NOTHING outside of their small two-story house. Intriguing to be sure, but I thought the comedic tone established for this movie from the get-go was extremely ill-conceived. There needs to be some humour, certainly... and I have no problem with the humour that was eventually derived from the plight of our two heroes (their final ""showdown"" was definitely a hoot)... but I really think the movie would have been a lot better off if it had stayed more rooted in reality in the beginning. After watching the movie I watched the ""Making of"" feature on the DVD and a short trailer at the end is almost totally devoid of the ""sillier"" comedic aspects... making it look like a completely different (and slightly better) movie. The last half hour of the movie is where things really start to come together... similar in a way to the recent movie ""Primer."" The actors are fine when they are not overdoing the comedy shtick. They are really quite believable in their more ""normal"" moments. I was probably ready to write this movie off as a failed experiment at the midway point... but it won me over by the end. (And keep watching past the credits for the final scene... just don't ask me to explain it.)",positive
"I'll be honest with yall, I was a junior in high school when this sitcom first aired on ABC I didn't think I would like it at all. But with John Ritter in it i felt that it had a little potential in it, plus their was something else with it I liked. The acting was great, not a lot of horrible 2nd rated comedy lines, John Ritter always brings his A game when it comes to comedy . This was a great show to watch, and I'll tell you why it was a great show. My father who never watches sitcoms at all, he just watches movies, sports, and law & order, he actually sat down with my 3 brothers and 2 sisters, my mother, and myself, and watched the show I think because John Ritter was in it. I honestly think this show would still be running if John Ritter God rest his soul i wish he hadn't passed away.",positive
"If you want a complete waste of time, because pulling lint out of your belly button or cleaning the wax out of your ears or grouting your tile is your idea of a carnival thrill ride, then you'll not want to miss this one.<br /><br />For one thing, forget the VHS cover. NO body in this movie looks that attractive (ie, the Indian girl). Someone else commented that whoever posed for the cover is not the same girl and I agree. The cover is THE most exciting thing about this movie.<br /><br />To put this in perspective, I bought this VHS for 99 cents at K-Mart and three minutes, no, 40 seconds into the movie, I knew I had been ripped off.<br /><br />I finished watching it because 1) I did pay 99 cents after all and, 2)there might possibly, conceivably been a hair of chance some scene in this turkey was worth more than a pinched loaf.<br /><br />There wasn't.<br /><br />Good grief, Fonda. I know you were hard up for roles when you did this, but this is beneath you.",negative
"It may have not been up for academy awards and admittedly, it's pretty cheesy, but it's just so much fun! Nothing makes me smile like Bill and Ted. Lovable, optimistic, and hilarious, Bill and Ted are a great way to unwind.<br /><br />Although I love Excellent Adventure, Bogus Journey is funnier to me. Death is flippin hilarious and Bill and Ted are even more endearing. People give me grief about loving this movie, but only really pretentious movie-watchers will say it's not even a bit entertaining. If you like this, you'll probably also be a fan of Wayne's World, Dude Where's My Car, and Dumb and Dumber. Admit it, though foolish, they make you grin and turn your tickle box over. So watch them just for kicks and giggles!!",positive
"This movie has got to be one of the worst I have ever seen make it to DVD!!! The story line might have clicked if the film had more funding and writers that would have cut the nonsense and sickly scenes that I highly caution parents on.... But the story line is like a loose cannon. If there was such a thing as a drive thru movie maker-this one would have sprung from that.It reminded me a lot of the quickie films that were put out in the 1960's, poor script writing and filming. <br /><br />The only sensible characters in the whole movie was the bartender and beaver. The rest of the film, could have easily been made by middle school children. I give this film a rating of 1 as it is truly awful and left my entire family with a sense of being cheated. My advice-Don't Watch It!!!",negative
"There are some things I will never understand; why underwear comes in packs of threes when clearly thats not enough is an example. Similarly, I will never understand this film, and that is brilliant. If you approach this film expecting an actual movie, you might as well be approaching Satan expecting a hug; although that may well be possible if you greet this film's Satanic figures. Take Pitch for instance; the most ineffectual, camp, unhellish portrayal of a devil since Freddy Mercury and Wayne Sleep joined forces to create a ten foot Satan costume from red body paint and horns covered with condoms. However, it does create some of the most hilarious moments of any film ever. Seriously, this is no understatement. The same can be applied to every other character, bar the little girl who acts so sickly innocent she's probably overcompensating for some serious crime she's part of. Then again, if Santa's inter-space recon station is real, there is no chance she could have avoided him this long. Put simply, if you haven't seen this movie, you cannot consider yourself a serious buff. The achingly funny characterisation, acting, concept, and almost-under-the-radar racism makes this a must see above any film to date (if you're after pure laughter that is).",positive
"Recently, a friend and I were discussing educational and ethical influences when we were growing up in the 1950's versus today. She mentioned Samuel Taylor Coleridge, who, in 1798, wrote The Rime of The Ancient Mariner. Both of us had been required to recite parts of the epic poem in high school and in English Literature courses in college. My friend said, ""Its messages even might be called metaphysical within today's context."" <br /><br />We tried reciting it and only remembered bits and pieces. (I have problems remembering Dr. Seuss.) I said I'd get two copies of the poem so each could read it. That was easy enough, but I was extremely surprised to find it had been made into a film. We looked forward to watching the film to see how it had been interpreted. After all, The Rime of the Ancient Mariner isn't exactly light reading. After each had read the poem, we watched the film together.<br /><br />We considered the film a remarkable achievement, especially considering it was made in the 1970's, before computers, before the so-called ""Ken Burns effect,"" and before special effects too often began compensating for a lack of substance. Particularly noteworthy are the 19th and 20th century illustrations culled from ""lesser known artists,"" such as Willy Pogany, the early Hollywood designer. <br /><br />The film is narrated by Sir Michael Redgrave, whom had taught the poem when he was a schoolmaster, adding a tone of authority and credibility in remaining true to the poem. <br /><br />Its mastery is in the layers of subtle messages, conveyed without ""instructing,"" or becoming an oppressive and obvious morality tale. We found it such a refreshing change from today's 'in your face' and 'clobber them over the head' mentality. Most of today's morality messages in film are two-dimensional: extreme violence, murder and mayhem mark the bad. The bad are really, really, bad, and good are super heroes. It is as if human character lacked any nuance. The Rime of The Ancient Mariner is a celebration of the individual, of character, of an appreciation for celebrating all the richness life has to offer, within the larger context of humanity, i.e., man's capacity to give to others. <br /><br />Proud of ourselves for having found this ""unknown"" gem, we then learned it had won the top award in its category five out of six times at ""name"" international film festivals. Another surprise was learning the film's director, Raul daSilva, is a recognized authority on early animation, and authored six award winning books about film. <br /><br />This film's message is just as relevant today, if not more so, than when Coleridge penned the original epic poem and when Raul daSilva translated it to film. If I still was teaching high school, which I did for five years, I'd grab this one and show it to all my students. There's a level of richness here that naturally leads to discussion about the big and important issues all of us face, whether in 1798, 1978, or today--in fact, as long as humanity has a spiritual component.<br /><br />Highly recommended.",positive
"There is no way to put into words just how bad, how shapeless, paceless and laughless these ""Vice Academy"" films really are. You have to experience one for yourself. For the third time in a row, writer-director Rick Sloane does not show even an ounce of writing or directing talent. There is nothing here that a person above the age of 5 will believe or laugh at, yet the (very brief) nudity and other ""plot"" elements make the films unsuitable for kids. Which leads me to believe that they are really aimed at adults with the mental capabilities of 5-year-olds. Elizabeth Kaitan makes a more than welcome replacement for Linnea Quigley - she is winningly bubbly and cute, and her wonderful big smile is about the only thing that can make a viewer smile as well. But watching her and the other girls in this film is like watching a bunch of flowers in a desert covered with horse manure. (*)",negative
"About the baby: Why wasn't big brother assuming he'd be hungry for a bottle or some nourishment or a diaper change? He should have been screaming non-stop after that many hours without care. Definitely stupid to take the baby from a safe place when he didn't need to.<br /><br />And why was the road miraculously clear whenever anyone wanted to drive somewhere? Didn't any uprooted trees fall on the roads and block them?<br /><br />I can't imagine the cops at the roadblock not immediately following after any young person who would crash it, especially when they said it was dangerous to go there.<br /><br />That being said, it was nice to have a movie children could safely watch, for a change.",negative
